prop	clks	bids	imps	budget	spend	algo	para	revenue	roi	campaign
1	130	417197	417197	43497557	43497557	const	300	-43461456.5339	-0.999170057618	2259
1	130	417197	408123	43497557	41799175	lin	500	-41763074.5339	-0.99913633544	2259
1	98	417197	277480	43497557	22677338	mcpc	1	-22650123.8025	-0.998799938622	2259
1	123	417197	382873	43497557	36707405	ortb	1370	-36673248.4052	-0.999069490343	2259
1	94	417197	326242	43497557	28990037	rand	480	-28963933.5861	-0.999099572935	2259
16	16	384171	113333	2718597	2718615	const	50	-2714123.86571	-0.998365633701	2259
16	21	339283	78896	2718597	2718735	lin	25	-2712753.38625	-0.997854908436	2259
16	11	67461	38353	2718597	2718609	mcpc	1	-2715390.34518	-0.998876322743	2259
16	22	417197	98461	2718597	2655861	ortb	80	-2649751.69036	-0.997699687731	2259
16	17	382706	97128	2718597	2718628	rand	85	-2713837.16982	-0.998263480059	2259
2	72	343939	284521	21748778	21748905	const	180	-21728764.8957	-0.999080678383	2259
2	94	412547	269163	21748778	21748892	lin	90	-21722612.5861	-0.998799772183	2259
2	95	401320	266684	21748778	21748800	mcpc	1	-21722351.8902	-0.99878700475	2259
2	93	415049	289726	21748778	21748850	ortb	470	-21722942.282	-0.998812543403	2259
2	73	387318	271449	21748778	21748847	rand	350	-21728324.1998	-0.999067903042	2259
32	11	77931	36980	1359298	1359354	const	75	-1356239.34518	-0.997752763698	2259
32	15	93150	29203	1359298	1359432	lin	40	-1355062.56161	-0.996935438063	2259
32	5	43200	22018	1359298	1359391	mcpc	1	-1357767.52054	-0.99897842524	2259
32	14	78390	31336	1359298	1359343	ortb	200	-1355313.2575	-0.997139685374	2259
32	11	367898	66295	1359298	1359299	rand	60	-1356229.34518	-0.997752747166	2259
4	44	417197	224384	10874389	10009248	const	100	-9997029.38071	-0.998779267005	2259
4	58	411392	178386	10874389	10874424	lin	50	-10858244.6382	-0.998518866847	2259
4	44	211914	137186	10874389	10874406	mcpc	1	-10862134.3807	-0.998876381952	2259
4	61	417197	201103	10874389	10770955	ortb	230	-10754015.5505	-0.998427302921	2259
4	46	415627	202341	10874389	10874441	rand	190	-10861576.9889	-0.998825308189	2259
64	6	292451	48366	679649	679660	const	25	-677969.824643	-0.997548429811	2259
64	11	417197	40828	679649	579409	lin	10	-576354.345179	-0.994727981751	2259
64	4	30871	13743	679649	679773	mcpc	1	-678430.216429	-0.998365391387	2259
64	9	82266	22163	679649	679653	ortb	110	-677133.736964	-0.996322628484	2259
64	7	179748	32833	679649	679663	rand	60	-677665.12875	-0.997139721148	2259
8	27	320627	147572	5437194	5437203	const	75	-5429672.21089	-0.998621012566	2259
8	40	303025	107875	5437194	5437408	lin	40	-5426085.16429	-0.997957064295	2259
8	27	115180	70476	5437194	5437218	mcpc	1	-5429619.21089	-0.998620999124	2259
8	33	393399	137578	5437194	5437202	ortb	140	-5428013.03554	-0.998314573084	2259
8	27	417197	143045	5437194	5291647	rand	120	-5284149.21089	-0.998583089706	2259
