prop	clks	bids	imps	budget	spend	algo	para	revenue	roi	campaign
1	260	300928	300928	34159766	34159766	const	270	-34128952.168	-0.999097949558	3358
1	259	300928	187250	34159766	19586313	lin	600	-19555617.6827	-0.998432817994	3358
1	235	300928	40153	34159766	3053574	mcpc	1	-3025723.03643	-0.99087922429	3358
1	251	300928	135646	34159766	11723663	ortb	1370	-11693915.8006	-0.99746263609	3358
1	179	300928	230450	34159766	23002726	rand	490	-22981511.8618	-0.999077755471	3358
16	19	101202	43350	2134985	2135043	const	80	-2132727.21997	-0.998945291718	3358
16	229	300928	27572	2134985	1997122	lin	70	-1969982.12486	-0.986410507152	3358
16	144	186304	29182	2134985	2135015	mcpc	1	-2117915.87764	-0.992006432674	3358
16	224	300928	36074	2134985	2003688	ortb	290	-1977140.69856	-0.986750780838	3358
16	25	27089	20107	2134985	2135081	rand	480	-2132002.13154	-0.998612216844	3358
2	133	172347	160504	17079883	17079936	const	240	-17064102.5398	-0.999077132036	3358
2	257	300928	152459	17079883	15445036	lin	400	-15414577.7122	-0.998027956179	3358
2	235	300928	40153	17079883	3053574	mcpc	1	-3025723.03643	-0.99087922429	3358
2	251	300928	135646	17079883	11723663	ortb	1370	-11693915.8006	-0.99746263609	3358
2	139	219538	168048	17079883	17079887	rand	500	-17063353.4513	-0.999035496749	3358
32	11	267682	41226	1067492	1067493	const	50	-1066177.33788	-0.998778749107	3358
32	218	300928	11401	1067492	808026	lin	40	-782189.786988	-0.968025517729	3358
32	69	94565	16141	1067492	1067542	mcpc	1	-1059204.48304	-0.992338715696	3358
32	213	300928	19114	1067492	940151	ortb	170	-914907.360681	-0.973149377793	3358
32	11	286112	34837	1067492	1067529	rand	75	-1066161.33788	-0.998778730802	3358
4	66	86020	81057	8539941	8539944	const	240	-8531977.02725	-0.999084056575	3358
4	248	300928	91555	8539941	8435989	lin	200	-8406597.34483	-0.996515920638	3358
4	235	300928	40153	8539941	3053574	mcpc	1	-3025723.03643	-0.99087922429	3358
4	245	300928	105427	8539941	8314789	ortb	950	-8285752.88905	-0.996507895636	3358
4	69	195519	110351	8539941	8539979	rand	260	-8531724.48304	-0.999042434332	3358
64	7	300928	26752	533746	485734	const	25	-484904.39683	-0.998292062795	3358
64	210	300928	6172	533746	488406	lin	25	-463517.904897	-0.949042200335	3358
64	48	48936	7199	533746	533818	mcpc	1	-528055.292548	-0.989341880279	3358
64	209	300928	7442	533746	450039	ortb	80	-425269.419635	-0.944961258103	3358
64	7	58051	11700	533746	533797	rand	110	-532885.39683	-0.998445606419	3358
8	40	34598	34598	4269970	4270015	const	270	-4265216.41046	-0.998889780496	3358
8	239	300928	49346	4269970	3930631	lin	110	-3902305.97748	-0.992793772165	3358
8	235	300928	40153	4269970	3053574	mcpc	1	-3025723.03643	-0.99087922429	3358
8	234	300928	61761	4269970	4067159	ortb	500	-4039426.55117	-0.993181370871	3358
8	42	52481	38582	4269970	4270032	rand	480	-4264917.38098	-0.998834252594	3358
